dt_referencia;no_indice;nu_indice;var_diaria_perc;var_mensal_perc;var_anual_perc;var_ult_12_meses_perc;var_ult_24_meses_perc;peso_perc;duration_du;carteira_mercado_reais_mil;nu_operacoes;qt_negociada_1000_tit;vr_negociado_reais_mil;pmr;convexidade;yield;redemption_yield
2017-12-04;IRF-M 1+;11.732,802235000000;0,2819;0,4274;15,4874;19,2737;48,8013;28,41;718.0;973.335.484;215;6.926,09;6.213.992,82;1.103;12,3450;8,7551;9,2729
2017-12-04;IRF-M 1;9.771,456309000000;0,0402;0,0711;10,5729;11,8207;28,0645;8,86;105.0;303.347.563;51;5.581,78;5.374.061,49;154.0;0,5826;6,8367;6,7943
2017-12-04;IMA-B;5.457,439080000000;0,0588;0,1325;12,0158;17,1903;40,8687;27,89;1.933;955.560.289;555;2.615,73;8.425.937,12;3.542;119,4876;4,7230;5,2126
2017-12-05;IMA-S;4.121,909744000000;0,0283;0,0850;9,6651;10,7044;26,0297;31,96;1.0;1.096.121.053;267;277,49;2.564.004,76;1.0;0,0000;--;--
2017-12-05;IMA-B 5+;6.319,007588000000;0,2045;0,2928;12,1986;17,9357;47,3265;15,91;2.8810000000000002;545.767.119;246;542,40;1.779.564,65;5.46;201,4349;5,2901;5,3579
2017-12-05;IRF-M 1;9.774,864981000000;0,0349;0,1060;10,6115;11,7629;28,1092;8,85;104.0;303.453.382;81;6.676,89;6.489.240,82;153.0;0,5765;6,8150;6,7715
2017-12-05;IRF-M;10.828,399072000000;0,1511;0,4939;14,3438;16,6691;41,0722;37,28;572.0;1.278.612.458;311;15.239,34;13.967.702,33;877.0;9,5653;8,2584;9,1109
2017-12-05;IMA-B 5;5.161,399028000000;0,0864;0,2777;11,9015;13,3772;31,2988;11,99;678.0;411.261.761;249;1.502,05;4.813.223,76;999.0;11,2345;3,9357;4,2910
2017-12-05;IMA-GERAL ex-C;4.726,975007000000;0,1114;0,2993;12,2249;14,7300;36,5433;97,15;775.0;3.331.762.392;1.073;17.561,28;23.124.495,50;1.355;38,0541;--;--
2017-12-05;IMA-GERAL;4.755,327340000000;0,1118;0,2942;12,1607;14,6285;36,3418;100,00;800.0;3.429.475.747;1.073;17.561,28;23.124.495,50;1.39;38,7250;--;--
2017-12-05;IRF-M 1+;11.754,784222000000;0,1874;0,6155;15,7037;18,5356;49,0801;28,43;718.0;975.159.076;230;8.562,45;7.478.461,50;1.102;12,3625;8,7076;9,2160
2017-12-05;IMA-B;5.465,826568000000;0,1537;0,2863;12,1879;16,4308;41,0852;27,91;1.9340000000000002;957.028.880;495;2.044,45;6.592.788,41;3.543;119,7005;4,7081;5,1971
2017-12-05;IMA-C;5.401,063140000000;0,1259;0,1221;10,5627;12,0533;31,1353;2,85;1.621;97.713.355;--;--;--;2.611;61,6020;4,7580;4,9195
2017-12-06;IRF-M 1;9.777,721142000000;0,0292;0,1353;10,6438;11,7208;28,1466;8,85;103.0;303.542.050;92;7.853,55;7.731.239,23;152.0;0,5703;6,8018;6,7630
2017-12-06;IMA-B 5;5.159,579731000000;-0,0352;0,2424;11,8620;13,2441;31,2525;11,99;677.0;411.116.799;314;1.444,40;4.624.676,55;998.0;11,2043;3,9681;4,3179
2017-12-06;IRF-M;10.834,903649000000;0,0601;0,5543;14,4125;16,7325;41,1570;37,30;571.0;1.279.380.516;335;17.496,13;15.948.516,79;876.0;9,5583;8,2491;9,0992
2017-12-06;IRF-M 1+;11.762,973742000000;0,0697;0,6856;15,7844;18,6416;49,1839;28,45;717.0;975.838.466;243;9.642,58;8.217.277,56;1.102;12,3541;8,6993;9,2032
2017-12-06;IMA-B;5.460,700492000000;-0,0938;0,1923;12,0827;16,6385;40,9529;27,88;1.931;956.131.339;521;2.001,62;6.442.163,98;3.5410000000000004;119,3874;4,7317;5,2148
2017-12-06;IMA-C;5.401,413938000000;0,0065;0,1286;10,5699;12,0839;31,1439;2,85;1.619;97.719.701;--;--;--;2.609;61,5254;4,7633;4,9256
2017-12-06;IMA-B 5+;6.310,294070000000;-0,1379;0,1545;12,0439;18,3210;47,1234;15,89;2.877;545.014.541;207;557,23;1.817.487,43;5.459;200,9923;5,3077;5,3741
2017-12-06;IMA-S;4.123,075807000000;0,0283;0,1133;9,6962;10,6801;26,0653;31,97;1.0;1.096.431.139;267;336,98;3.114.677,67;1.0;0,0000;--;--
2017-12-06;IMA-GERAL ex-C;4.727,231239000000;0,0054;0,3047;12,2309;14,8101;36,5507;97,15;774.0;3.331.942.995;1.123;19.834,74;25.505.358,44;1.3530000000000002;37,9294;--;--
2017-12-06;IMA-GERAL;4.755,586564000000;0,0055;0,2997;12,1668;14,7067;36,3493;100,00;798.0;3.429.662.696;1.123;19.834,74;25.505.358,44;1.389;38,6017;--;--
2017-12-07;IRF-M 1+;11.742,948507000000;-0,1702;0,5142;15,5872;18,1205;49,0802;28,44;715.0;974.177.203;171;6.810,93;6.317.894,28;1.1;12,2819;8,7639;9,2805
2017-12-07;IMA-GERAL ex-C;4.720,882670000000;-0,1343;0,1700;12,0802;14,3809;36,3522;97,15;770.0;3.327.468.268;999;18.125,76;21.791.722,60;1.348;37,5915;--;--
2017-12-07;IRF-M 1;9.780,302840000000;0,0264;0,1617;10,6730;11,6880;28,1024;8,86;102.0;303.622.197;101;9.570,52;9.318.234,11;151.0;0,5639;6,7925;6,7619
2017-12-07;IMA-S;4.124,242074000000;0,0283;0,1416;9,7272;10,6572;26,0348;32,02;1.0;1.096.741.280;248;88,95;822.417,68;1.0;0,0000;--;--
2017-12-07;IMA-GERAL;4.749,089574000000;-0,1366;0,1626;12,0135;14,2797;36,1466;100,00;794.0;3.424.977.157;999;18.125,76;21.791.722,60;1.3840000000000001;38,2668;--;--
2017-12-07;IMA-C;5.389,761420000000;-0,2157;-0,0874;10,3314;11,6947;30,8152;2,85;1.6159999999999999;97.508.890;--;--;--;2.6069999999999998;61,3108;4,8054;4,9677
2017-12-07;IMA-B;5.442,403083000000;-0,3351;-0,1434;11,7071;15,6951;40,4199;27,82;1.923;952.927.588;479;1.655,35;5.333.176,54;3.534;118,5279;4,7845;5,2651
2017-12-07;IRF-M;10.821,513386000000;-0,1236;0,4300;14,2711;16,3473;41,0357;37,31;569.0;1.277.799.400;272;16.381,45;15.636.128,38;874.0;9,4976;8,2955;9,1737
2017-12-07;IMA-B 5+;6.279,226178000000;-0,4923;-0,3385;11,4923;16,9593;46,4017;15,83;2.8680000000000003;542.331.234;209;318,38;1.042.386,13;5.455;199,8176;5,3608;5,4230
2017-12-07;IMA-B 5;5.153,048069000000;-0,1266;0,1155;11,7204;12,9529;30,9394;11,99;676.0;410.596.354;270;1.336,97;4.290.790,41;996.0;11,1575;4,0233;4,3801
2017-12-08;IMA-GERAL ex-C;4.725,872127000000;0,1057;0,2759;12,1987;14,0733;36,4394;97,15;771.0;3.330.985.038;990;13.512,63;19.416.958,03;1.35;37,7886;--;--
2017-12-08;IRF-M 1+;11.761,781210000000;0,1604;0,6754;15,7726;17,7501;49,2054;28,46;715.0;975.739.536;155;5.483,28;4.990.184,08;1.099;12,2905;8,7187;9,2334
2017-12-08;IRF-M 1;9.783,732960000000;0,0351;0,1969;10,7119;11,6692;28,0830;8,86;101.0;303.728.682;82;5.486,00;5.365.774,60;150.0;0,5580;6,7745;6,7376
2017-12-08;IRF-M;10.835,646384000000;0,1306;0,5612;14,4203;16,0919;41,1265;37,32;569.0;1.279.468.218;237;10.969,28;10.355.958,68;874.0;9,5053;8,2572;9,1286
2017-12-08;IMA-B 5;5.151,804292000000;-0,0241;0,0913;11,6935;12,6977;30,8077;11,97;675.0;410.497.250;287;1.749,37;5.595.740,80;995.0;11,1334;4,0111;4,3763
2017-12-08;IMA-B 5+;6.298,399009000000;0,3053;-0,0342;11,8327;16,1286;46,9241;15,87;2.8739999999999997;543.987.175;254;646,49;2.101.320,32;5.4579999999999975;200,6319;5,3328;5,3923
2017-12-08;IMA-GERAL;4.754,078619000000;0,1051;0,2679;12,1312;13,9729;36,2324;100,00;795.0;3.428.575.188;990;13.512,63;19.416.958,03;1.386;38,4588;--;--
2017-12-08;IMA-B;5.451,294555000000;0,1634;0,0197;11,8897;15,0388;40,6504;27,84;1.9280000000000002;954.484.424;541;2.395,86;7.697.061,12;3.5389999999999997;119,1338;4,7644;5,2394
2017-12-08;IMA-C;5.394,253042000000;0,0833;-0,0041;10,4233;11,4021;30,8604;2,85;1.6159999999999999;97.590.150;--;--;--;2.6069999999999998;61,3362;4,8078;4,9616
2017-12-08;IMA-S;4.125,336802000000;0,0265;0,1682;9,7563;10,6312;26,0020;32,00;1.0;1.097.032.396;212;147,49;1.363.938,22;1.0;0,0000;--;--
2017-12-11;IMA-B 5+;6.302,147243000000;0,0595;0,0252;11,8992;16,2724;46,9735;15,87;2.8739999999999997;544.310.906;226;499,37;1.626.734,09;5.456;200,7195;5,3332;5,3901
2017-12-11;IMA-GERAL;4.755,063935000000;0,0207;0,2886;12,1544;14,0157;36,3054;100,00;795.0;3.429.285.784;1.189;14.635,05;21.748.204,33;1.3840000000000001;38,4694;--;--
2017-12-11;IRF-M 1;9.786,689861000000;0,0302;0,2271;10,7453;11,6343;27,9536;8,86;100.0;303.820.477;57;4.065,80;3.990.048,82;147.0;0,5519;6,7694;6,7258
2017-12-11;IMA-GERAL ex-C;4.726,794780000000;0,0195;0,2955;12,2206;14,1142;36,4959;97,15;771.0;3.331.635.361;1.189;14.635,05;21.748.204,33;1.348;37,7993;--;--
2017-12-11;IMA-B 5;5.151,221045000000;-0,0113;0,0800;11,6808;12,8834;30,7387;11,97;674.0;410.450.776;472;2.637,12;8.430.906,78;992.0;11,1016;4,0200;4,3924
2017-12-11;IMA-C;5.397,584575000000;0,0618;0,0577;10,4915;11,5056;31,3303;2,85;1.6159999999999999;97.650.423;--;--;--;2.605;61,3301;4,8106;4,9588
2017-12-11;IRF-M 1+;11.761,670346000000;-0,0009;0,6745;15,7715;17,7764;49,7508;28,45;713.0;975.730.339;212;7.309,79;6.562.979,75;1.0959999999999999;12,2527;8,7223;9,2467
2017-12-11;IRF-M;10.836,345893000000;0,0065;0,5677;14,4277;16,0975;41,3778;37,31;568.0;1.279.550.815;269;11.375,59;10.553.028,57;871.0;9,4744;8,2586;9,1417
2017-12-11;IMA-B;5.452,878046000000;0,0290;0,0488;11,9222;15,1911;40,6462;27,84;1.9280000000000002;954.761.683;698;3.136,48;10.057.640,88;3.537;119,2030;4,7686;5,2402
2017-12-11;IMA-S;4.126,429090000000;0,0265;0,1947;9,7854;10,6083;25,8367;32,00;1.0;1.097.322.863;222;122,97;1.137.534,89;1.0;0,0000;--;--
2017-12-12;IRF-M 1+;11.745,229771000000;-0,1398;0,5338;15,6097;17,5847;49,5415;28,44;711.0;974.366.453;180;2.273,07;2.175.281,61;1.094;12,1748;8,7664;9,3123
2017-12-12;IRF-M;10.825,324389000000;-0,1017;0,4654;14,3113;15,9392;41,2340;37,31;566.0;1.278.249.401;219;4.758,16;4.591.252,48;868.0;9,4102;8,2950;9,2057
2017-12-12;IRF-M 1;9.788,702183000000;0,0206;0,2477;10,7681;11,5869;27,9799;8,87;99.0;303.882.948;39;2.485,09;2.415.970,87;146.0;0,5455;6,7836;6,7402
2017-12-12;IMA-B 5;5.146,490868000000;-0,0918;-0,0119;11,5783;12,7585;30,6187;11,97;672.0;410.073.875;194;602,03;1.931.174,62;991.0;11,0608;4,0636;4,4398
2017-12-12;IMA-GERAL;4.750,576490000000;-0,0944;0,1940;12,0486;13,8172;36,1768;100,00;792.0;3.426.049.501;821;5.772,60;8.846.745,76;1.381;38,2594;--;--
2017-12-12;IMA-B;5.441,026457000000;-0,2173;-0,1687;11,6789;14,7361;40,3405;27,81;1.923;952.686.550;362;852,42;2.756.405,34;3.534;118,7084;4,8081;5,2743
2017-12-12;IMA-GERAL ex-C;4.722,417386000000;-0,0926;0,2026;12,1167;13,9152;36,3695;97,15;768.0;3.328.549.997;821;5.772,60;8.846.745,76;1.345;37,5901;--;--
2017-12-12;IMA-B 5+;6.282,484771000000;-0,3120;-0,2868;11,5501;15,6047;46,5149;15,84;2.8689999999999998;542.612.676;168;250,40;825.230,72;5.455;200,0619;5,3708;5,4221
2017-12-12;IMA-C;5.389,242586000000;-0,1546;-0,0970;10,3208;11,3062;31,1273;2,85;1.6130000000000002;97.499.503;--;--;--;2.603;61,1088;4,8539;5,0025
2017-12-12;IMA-S;4.127,524069000000;0,0265;0,2213;9,8145;10,5851;25,8701;32,04;1.0;1.097.614.046;240;162,01;1.499.087,93;1.0;0,0000;--;--
2017-12-13;IRF-M;10.841,173105000000;0,1464;0,6125;14,4787;16,1396;41,4408;37,32;565.0;1.280.120.810;325;10.052,13;9.534.576,56;868.0;9,4224;8,2555;9,1530
2017-12-13;IMA-GERAL;4.756,470513000000;0,1241;0,3183;12,1876;13,8741;36,3457;100,00;793.0;3.430.300.188;1.093;12.313,55;18.149.585,61;1.382;38,3920;--;--
2017-12-13;IRF-M 1+;11.766,555036000000;0,1816;0,7163;15,8196;17,8655;49,8130;28,46;711.0;976.135.565;263;4.418,58;3.952.233,86;1.094;12,1886;8,7172;9,2571
2017-12-13;IRF-M 1;9.791,997398000000;0,0337;0,2815;10,8054;11,5715;28,0230;8,86;98.0;303.985.245;62;5.633,55;5.582.342,70;145.0;0,5396;6,7728;6,7188
2017-12-13;IMA-B 5;5.152,151864000000;0,1100;0,0981;11,7010;12,8909;30,7624;11,97;671.0;410.524.944;253;1.523,70;4.877.101,81;990.0;11,0490;4,0347;4,4089
2017-12-13;IMA-B 5+;6.300,417102000000;0,2854;-0,0022;11,8685;15,5025;46,9331;15,86;2.872;544.161.475;244;515,72;1.683.198,76;5.456;200,5604;5,3479;5,3990
2017-12-13;IMA-S;4.128,620101000000;0,0266;0,2479;9,8437;10,5597;25,9035;32,01;1.0;1.097.905.509;271;222,00;2.054.708,48;1.0;0,0000;--;--
2017-12-13;IMA-B;5.452,448202000000;0,2099;0,0409;11,9133;14,7002;40,6351;27,83;1.926;954.686.420;497;2.039,42;6.560.300,58;3.536;119,0685;4,7832;5,2505
2017-12-13;IMA-GERAL ex-C;4.728,323322000000;0,1251;0,3279;12,2569;13,9695;36,5400;97,16;769.0;3.332.712.739;1.093;12.313,55;18.149.585,61;1.347;37,7275;--;--
2017-12-13;IMA-C;5.394,103732000000;0,0902;-0,0069;10,4203;11,4207;31,2456;2,84;1.6119999999999999;97.587.449;--;--;--;2.602;61,0869;4,8486;4,9967
2017-12-14;IMA-S;4.129,715059000000;0,0265;0,2745;9,8728;10,5341;25,8709;32,04;1.0;1.098.196.686;203;180,00;1.666.377,80;1.0;0,0000;--;--
2017-12-14;IMA-GERAL ex-C;4.724,788175000000;-0,0748;0,2529;12,1729;13,7907;36,5203;97,16;766.0;3.330.221.025;1.201;11.821,80;18.782.473,79;1.3430000000000002;37,4992;--;--
2017-12-14;IRF-M 1;9.794,392801000000;0,0245;0,3060;10,8325;11,5356;27,9917;8,87;97.0;304.059.609;78;5.387,30;5.360.103,82;144.0;0,5334;6,7761;6,7225
2017-12-14;IRF-M 1+;11.753,965435000000;-0,1070;0,6085;15,6957;17,6228;49,8916;28,45;709.0;975.091.151;274;3.645,41;3.342.148,67;1.092;12,1392;8,7636;9,3113
2017-12-14;IRF-M;10.832,957874000000;-0,0758;0,5362;14,3920;15,9511;41,4436;37,32;564.0;1.279.150.760;352;9.032,71;8.702.252,49;867.0;9,3804;8,2912;9,2059
2017-12-14;IMA-GERAL;4.752,912139000000;-0,0748;0,2433;12,1037;13,6937;36,3336;100,00;790.0;3.427.733.938;1.201;11.821,80;18.782.473,79;1.379;38,1659;--;--
2017-12-14;IMA-B 5+;6.282,331345000000;-0,2871;-0,2893;11,5474;15,0546;46,8473;15,83;2.866;542.599.425;225;763,77;2.495.611,36;5.452999999999999;199,7121;5,3783;5,4286
2017-12-14;IMA-B;5.442,094625000000;-0,1899;-0,1491;11,7008;14,3580;40,5521;27,80;1.92;952.873.579;646;2.609,09;8.413.843,49;3.531;118,4646;4,8133;5,2807
2017-12-14;IMA-C;5.389,983824000000;-0,0764;-0,0832;10,3359;11,1986;31,4087;2,84;1.61;97.512.914;--;--;--;2.6;60,9337;4,8660;5,0179
2017-12-14;IMA-B 5;5.149,004416000000;-0,0611;0,0369;11,6328;12,6831;30,6583;11,97;670.0;410.274.155;421;1.845,32;5.918.232,14;989.0;11,0124;4,0660;4,4446
2017-12-15;IMA-S;4.130,814884000000;0,0266;0,3012;9,9021;10,5087;25,8384;32,03;1.0;1.098.489.158;263;316,59;2.931.426,27;1.0;0,0000;--;--
2017-12-15;IRF-M 1;9.797,070444000000;0,0273;0,3334;10,8628;11,5098;27,9465;8,87;96.0;304.142.734;77;12.040,72;11.891.083,80;143.0;0,5273;6,7738;6,7183
2017-12-15;IRF-M 1+;11.760,503152000000;0,0556;0,6645;15,7600;17,8451;49,8470;28,44;708.0;975.633.510;286;10.304,55;9.586.100,94;1.091;12,1016;8,7432;9,3027
2017-12-15;IMA-GERAL;4.756,171160000000;0,0686;0,3120;12,1806;13,7676;36,4926;100,00;790.0;3.430.084.299;1.101;25.124,15;32.304.478,91;1.379;38,2041;--;--
2017-12-15;IRF-M;10.838,255019000000;0,0489;0,5854;14,4479;16,0998;41,4046;37,31;562.0;1.279.776.244;363;22.345,28;21.477.184,74;865.0;9,3509;8,2752;9,1982
2017-12-15;IMA-B 5;5.155,091035000000;0,1182;0,1552;11,7647;12,7334;30,7734;11,98;669.0;410.759.138;288;1.961,35;6.270.875,88;988.0;11,0026;4,0390;4,4104
2017-12-15;IMA-C;5.397,351827000000;0,1367;0,0533;10,4868;11,3686;31,8395;2,85;1.609;97.646.212;--;--;--;2.6;60,9277;4,8507;5,0044
2017-12-15;IMA-GERAL ex-C;4.727,933657000000;0,0666;0,3196;12,2476;13,8616;36,6687;97,15;766.0;3.332.438.087;1.101;25.124,15;32.304.478,91;1.3430000000000002;37,5382;--;--
2017-12-15;IMA-B 5+;6.291,757428000000;0,1500;-0,1397;11,7148;15,1517;47,7913;15,84;2.866;543.413.547;187;500,93;1.624.992,02;5.452000000000001;199,8614;5,3665;5,4179
2017-12-15;IMA-B;5.449,514139000000;0,1363;-0,0130;11,8531;14,4357;41,1443;27,82;1.921;954.172.685;475;2.462,28;7.895.867,90;3.53;118,5601;4,7950;5,2667
2017-12-18;IMA-GERAL ex-C;4.727,898108000000;-0,0008;0,3189;12,2468;13,7453;36,5309;97,15;767.0;3.339.064.869;1.187;18.575,45;24.759.626,30;1.345;37,5700;--;--
2017-12-18;IMA-GERAL;4.756,335105000000;0,0034;0,3155;12,1844;13,6601;36,3566;100,00;791.0;3.436.854.651;1.187;18.575,45;24.759.626,30;1.38;38,2343;--;--
2017-12-18;IRF-M 1;9.799,790452000000;0,0278;0,3613;10,8936;11,4764;27,7507;8,85;95.0;304.227.175;84;6.020,13;6.019.849,60;140.0;0,5212;6,7696;6,7127
2017-12-18;IRF-M 1+;11.750,900472000000;-0,0817;0,5823;15,6655;17,4645;49,9181;28,36;706.0;974.836.886;250;9.637,97;8.590.770,32;1.0859999999999999;12,0318;8,7641;9,3462
2017-12-18;IRF-M;10.832,223635000000;-0,0556;0,5294;14,3842;15,8176;41,3364;37,22;561.0;1.279.064.061;334;15.658,10;14.610.619,92;861.0;9,2940;8,2897;9,2405
2017-12-18;IMA-B 5;5.159,006042000000;0,0759;0,2312;11,8496;12,6694;30,2107;12,00;670.0;412.358.493;441;2.295,46;7.335.954,59;987.0;11,0255;4,0287;4,3958
2017-12-18;IMA-B 5+;6.292,703130000000;0,0150;-0,1246;11,7315;15,1797;47,8242;15,97;2.8569999999999998;548.861.492;232;490,90;1.599.683,27;5.43;198,6195;5,3632;5,4190
2017-12-18;IMA-B;5.451,756798000000;0,0412;0,0282;11,8991;14,4369;40,9224;27,97;1.919;961.219.985;673;2.786,36;8.935.637,86;3.5239999999999996;118,1426;4,7908;5,2657
2017-12-18;IMA-C;5.405,287636000000;0,1470;0,2004;10,6492;11,5246;31,8008;2,85;1.609;97.789.782;--;--;--;2.597;60,9175;4,8317;4,9892
2017-12-18;IMA-S;4.131,911676000000;0,0266;0,3278;9,9313;10,4830;25,6737;31,97;1.0;1.098.780.823;180;130,99;1.213.368,52;1.0;0,0000;--;--
2017-12-19;IRF-M 1;9.801,731655000000;0,0198;0,3812;10,9155;11,4211;27,7760;8,86;94.0;304.287.438;86;5.938,13;5.891.642,47;139.0;0,5149;6,7827;6,7299
2017-12-19;IRF-M;10.820,745253000000;-0,1060;0,4229;14,2630;15,5132;41,1867;37,20;559.0;1.277.708.699;266;10.151,75;9.865.461,96;859.0;9,2330;8,3294;9,3076
2017-12-19;IMA-B 5;5.158,412585000000;-0,0115;0,2197;11,8367;12,5393;30,1958;12,00;669.0;412.311.058;423;1.746,55;5.592.657,82;986.0;10,9990;4,0470;4,4126
2017-12-19;IMA-B 5+;6.281,182330000000;-0,1831;-0,3075;11,5270;14,6350;47,5535;15,95;2.852;547.856.626;207;642,70;2.078.148,38;5.4270000000000005;197,9983;5,3831;5,4392
2017-12-19;IRF-M 1+;11.733,836210000000;-0,1452;0,4362;15,4975;17,0672;49,7004;28,34;704.0;973.421.261;180;4.213,61;3.973.819,49;1.084;11,9583;8,8128;9,4148
2017-12-19;IMA-C;5.413,756770000000;0,1567;0,3574;10,8226;11,6646;32,0073;2,85;1.608;97.943.002;--;--;--;2.596;60,8709;4,8317;4,9890
2017-12-19;IMA-GERAL ex-C;4.724,902158000000;-0,0634;0,2553;12,1756;13,5078;36,4444;97,15;765.0;3.336.948.988;1.187;12.773,91;19.694.227,80;1.3419999999999999;37,4015;--;--
2017-12-19;IMA-B;5.445,788457000000;-0,1095;-0,0813;11,7766;14,0537;40,7681;27,95;1.9140000000000001;960.167.684;630;2.389,25;7.670.806,20;3.52;117,6979;4,8094;5,2851
2017-12-19;IMA-S;4.133,008909000000;0,0266;0,3545;9,9604;10,4574;25,7071;32,00;1.0;1.099.072.605;291;232,92;2.157.959,64;1.0;0,0000;--;--
2017-12-19;IMA-GERAL;4.753,618937000000;-0,0571;0,2582;12,1204;13,4345;36,2787;100,00;789.0;3.434.891.990;1.187;12.773,91;19.694.227,80;1.3780000000000001;38,0707;--;--
2017-12-20;IMA-S;4.134,105099000000;0,0265;0,3811;9,9896;10,4324;25,7404;31,94;1.0;1.099.364.110;274;238,14;2.207.062,13;1.0;0,0000;--;--
2017-12-20;IMA-C;5.425,330232000000;0,2138;0,5720;11,0595;11,8437;32,2895;2,85;1.608;98.152.383;--;--;--;2.595;60,9176;4,8069;4,9644
2017-12-20;IMA-GERAL ex-C;4.734,741567000000;0,2082;0,4641;12,4092;13,6051;36,7285;97,15;768.0;3.343.898.043;1.083;17.512,02;23.757.680,61;1.3459999999999999;37,6957;--;--
2017-12-20;IMA-B;5.465,054316000000;0,3538;0,2722;12,1721;14,3136;41,2661;27,99;1.921;963.564.521;432;2.197,87;7.125.617,19;3.5260000000000002;118,4968;4,7698;5,2422
2017-12-20;IMA-B 5+;6.312,873841000000;0,5045;0,1955;12,0897;15,0438;48,2980;16,00;2.86;550.620.820;192;736,41;2.415.301,58;5.431;199,1188;5,3408;5,3959
2017-12-20;IMA-B 5;5.166,327568000000;0,1534;0,3735;12,0083;12,6165;30,3955;12,00;668.0;412.943.701;240;1.461,46;4.710.315,61;986.0;10,9952;4,0084;4,3649
2017-12-20;IRF-M;10.848,359798000000;0,2552;0,6792;14,5546;15,6052;41,5470;37,22;559.0;1.280.969.412;377;15.076,01;14.425.001,29;859.0;9,2675;8,2547;9,2020
2017-12-20;IMA-GERAL;4.763,525646000000;0,2084;0,4671;12,3540;13,5348;36,5627;100,00;792.0;3.442.050.426;1.083;17.512,02;23.757.680,61;1.381;38,3579;--;--
2017-12-20;IRF-M 1+;11.772,246397000000;0,3273;0,7650;15,8756;17,1828;50,1905;28,37;704.0;976.607.712;249;7.030,17;6.438.875,44;1.084;11,9972;8,7111;9,3032
2017-12-20;IRF-M 1;9.804,123793000000;0,0244;0,4057;10,9426;11,3950;27,8072;8,84;93.0;304.361.700;128;8.045,84;7.986.125,85;138.0;0,5088;6,7901;6,7341
2017-12-21;IRF-M;10.860,380937000000;0,1108;0,7907;14,6815;15,2876;42,1228;37,22;559.0;1.282.388.863;378;15.943,51;14.731.729,60;860.0;9,2876;8,2448;9,1668
2017-12-21;IMA-GERAL;4.768,603611000000;0,1066;0,5742;12,4738;13,3366;36,8831;100,00;793.0;3.445.719.685;1.288;18.983,56;26.218.263,15;1.383;38,5047;--;--
2017-12-21;IRF-M 1;9.806,066664000000;0,0198;0,4256;10,9646;11,3372;27,7995;8,83;92.0;304.422.015;80;7.292,61;7.211.699,03;137.0;0,5026;6,8006;6,7518
2017-12-21;IRF-M 1+;11.788,629720000000;0,1392;0,9052;16,0369;16,7423;51,1587;28,38;704.0;977.966.847;298;8.650,91;7.520.030,58;1.085;12,0221;8,6943;9,2646
2017-12-21;IMA-GERAL ex-C;4.739,662338000000;0,1039;0,5685;12,5261;13,3996;37,0460;97,15;769.0;3.347.373.324;1.288;18.983,56;26.218.263,15;1.347;37,8447;--;--
2017-12-21;IMA-S;4.135,204745000000;0,0266;0,4078;10,0189;10,4064;25,7079;31,91;1.0;1.099.656.534;256;275,05;2.549.831,09;1.0;0,0000;--;--
2017-12-21;IMA-B 5;5.168,879151000000;0,0494;0,4230;12,0636;12,5676;30,4070;11,99;668.0;413.147.649;367;1.859,26;5.992.295,54;985.0;10,9770;4,0052;4,3579
2017-12-21;IMA-C;5.436,052291000000;0,1976;0,7707;11,2790;11,8584;32,7131;2,85;1.608;98.346.361;--;--;--;2.595;60,9710;4,7877;4,9425
2017-12-21;IMA-B;5.475,055839000000;0,1830;0,4557;12,3774;14,0825;41,5984;28,02;1.923;965.327.928;654;2.764,99;8.936.702,45;3.529;118,8923;4,7563;5,2223
2017-12-21;IMA-B 5+;6.330,753056000000;0,2832;0,4793;12,4071;14,7480;48,8878;16,03;2.863;552.180.279;287;905,74;2.944.406,91;5.432;199,6357;5,3183;5,3731
2017-12-22;IMA-B 5;5.168,684433000000;-0,0038;0,4193;12,0594;12,5281;30,2293;11,99;667.0;413.132.085;207;948,75;3.061.225,44;984.0;10,9492;4,0152;4,3705
2017-12-22;IMA-GERAL ex-C;4.738,490596000000;-0,0247;0,5436;12,4983;13,1678;36,8654;97,15;766.0;3.346.545.784;1.139;21.028,97;24.810.994,69;1.344;37,5884;--;--
2017-12-22;IRF-M 1;9.808,923878000000;0,0291;0,4548;10,9969;11,3186;27,7495;8,84;91.0;304.510.715;64;9.408,30;9.269.545,15;136.0;0,4967;6,7943;6,7423
2017-12-22;IRF-M 1+;11.794,876794000000;0,0530;0,9587;16,0984;16,5515;51,0443;28,41;703.0;978.485.095;339;9.981,08;9.013.012,34;1.084;12,0020;8,6862;9,2577
2017-12-22;IRF-M;10.865,521098000000;0,0473;0,8385;14,7358;15,1500;42,0410;37,25;558.0;1.282.995.810;403;19.389,38;18.282.557,49;859.0;9,2713;8,2372;9,1607
2017-12-22;IMA-C;5.417,749778000000;-0,3367;0,4315;10,9043;11,2788;32,1408;2,85;1.604;98.015.241;--;--;--;2.592;60,6419;4,8481;5,0077
2017-12-22;IMA-S;4.136,303734000000;0,0266;0,4345;10,0481;10,3804;25,6753;31,93;1.0;1.099.948.783;298;199,16;1.846.973,41;1.0;0,0000;--;--
2017-12-22;IMA-GERAL;4.767,000118000000;-0,0336;0,5404;12,4360;13,0947;36,6913;100,00;790.0;3.444.561.026;1.139;21.028,97;24.810.994,69;1.379;38,2444;--;--
