dt_referencia;no_indice;nu_indice;var_diaria_perc;var_mensal_perc;var_anual_perc;var_ult_12_meses_perc;var_ult_24_meses_perc;peso_perc;duration_du;carteira_mercado_reais_mil;nu_operacoes;qt_negociada_1000_tit;vr_negociado_reais_mil;pmr;convexidade;yield;redemption_yield
2017-11-13;IRF-M 1;9.727,041691000000;0,0348;0,2347;10,0703;12,1395;28,5025;8,82;118.0;297.875.971;22;1.115,87;1.091.755,91;174.0;0,6676;7,0246;7,0001
2017-11-13;IMA-GERAL;4.725,127540000000;-0,0520;-0,3392;11,4484;14,5716;35,7957;100,00;811.0;3.375.813.586;1.126;12.789,15;18.320.321,71;1.4140000000000001;39,4411;--;--
2017-11-13;IMA-C;5.337,973424000000;-0,0983;-0,7534;9,2713;10,7227;30,2961;2,86;1.6340000000000001;96.573.445;--;--;--;2.633;62,2196;4,8459;4,9836
2017-11-13;IMA-S;4.104,417635000000;0,0284;0,2281;9,1998;11,0871;26,4882;31,99;1.0;1.079.772.978;196;105,85;973.987,41;1.0;0,0000;--;--
2017-11-13;IMA-GERAL ex-C;4.697,704258000000;-0,0507;-0,3270;11,5299;14,7177;36,0011;97,14;786.0;3.279.240.141;1.126;12.789,15;18.320.321,71;1.3780000000000001;38,7703;--;--
2017-11-14;IMA-C;5.333,140702000000;-0,0905;-0,8433;9,1723;11,6934;30,1781;2,86;1.632;96.486.012;--;--;--;2.6310000000000002;62,0714;4,8616;5,0030
2017-11-14;IMA-GERAL ex-C;4.692,759177000000;-0,1053;-0,4319;11,4125;15,3280;35,8579;97,14;783.0;3.275.788.218;620;3.844,84;7.944.791,47;1.374;38,5121;--;--
2017-11-14;IMA-S;4.105,580774000000;0,0283;0,2565;9,2307;11,0613;26,5240;32,03;1.0;1.080.078.972;236;183,20;1.686.180,79;1.0;0,0000;--;--
2017-11-14;IMA-B;5.429,035349000000;-0,1988;-1,1464;11,4328;17,3953;39,0628;28,39;1.9269999999999998;957.468.289;259;1.234,42;4.016.498,04;3.548;119,2638;4,7056;5,2177
2017-11-14;IMA-GERAL;4.720,173503000000;-0,1048;-0,4437;11,3315;15,1956;35,6533;100,00;807.0;3.372.274.231;620;3.844,84;7.944.791,47;1.41;39,1862;--;--
2017-11-14;IMA-B 5;5.131,671917000000;-0,0347;-0,1974;11,2570;14,3882;30,6915;12,18;682.0;410.678.302;140;785,41;2.538.097,30;1.006;11,3555;3,8920;4,3231
2017-11-14;IRF-M 1;9.729,627179000000;0,0266;0,2613;10,0996;12,1517;28,5367;8,84;117.0;297.955.148;24;850,41;822.064,25;173.0;0,6609;7,0254;7,0008
2017-11-14;IMA-B 5+;6.271,925034000000;-0,3217;-1,8474;11,3626;18,8395;44,2812;16,21;2.861;546.789.987;119;449,00;1.478.400,74;5.4570000000000025;200,3106;5,3167;5,3780
2017-11-14;IRF-M;10.715,396518000000;-0,1492;-0,4690;13,1505;17,1515;40,4802;36,72;581.0;1.238.240.957;125;2.427,23;2.242.112,64;892.0;9,6639;8,5210;9,3707
2017-11-14;IRF-M 1+;11.610,761051000000;-0,2048;-0,7015;14,2861;19,1304;48,0288;27,88;728.0;940.285.809;101;1.576,82;1.420.048,39;1.12;12,5168;8,9949;9,4914
2017-11-16;IMA-B 5+;6.318,362315000000;0,7404;-1,1207;12,1871;17,9646;44,9771;16,16;2.906;544.563.987;232;885,51;2.872.293,53;5.4879999999999995;204,1812;5,2515;5,3139
2017-11-16;IMA-B 5;5.139,758740000000;0,1576;-0,0401;11,4323;14,2843;30,8671;12,08;688.0;407.251.168;325;1.742,08;5.559.587,62;1.012;11,4365;3,8667;4,2736
2017-11-16;IRF-M 1;9.732,476415000000;0,0293;0,2907;10,1318;12,1015;28,4924;8,84;116.0;298.042.402;45;2.433,46;2.330.017,45;171.0;0,6543;7,0197;6,9951
2017-11-16;IRF-M 1+;11.649,350437000000;0,3324;-0,3714;14,6659;18,4594;48,3090;27,99;729.0;943.410.932;392;11.007,71;9.882.288,24;1.119;12,5765;8,9073;9,3821
2017-11-16;IMA-B;5.455,660346000000;0,4904;-0,6616;11,9793;16,7362;39,5136;28,24;1.9569999999999999;951.815.155;557;2.627,60;8.431.881,15;3.575;121,7827;4,6595;5,1577
2017-11-16;IMA-GERAL ex-C;4.704,526341000000;0,2508;-0,1823;11,6919;14,9320;36,0436;97,13;794.0;3.273.653.571;1.257;16.212,04;21.963.240,20;1.385;39,3528;--;--
2017-11-16;IMA-S;4.106,744355000000;0,0283;0,2849;9,2617;11,0356;26,4936;32,06;1.0;1.080.385.082;263;143,27;1.319.053,36;1.0;0,0000;--;--
2017-11-16;IRF-M;10.743,195537000000;0,2594;-0,2108;13,4441;16,6884;40,6865;36,84;582.0;1.241.453.334;437;13.441,16;12.212.305,69;892.0;9,7143;8,4541;9,2678
2017-11-16;IMA-C;5.339,697014000000;0,1229;-0,7214;9,3065;11,4824;30,0623;2,87;1.631;96.604.628;--;--;--;2.6289999999999996;62,0488;4,8412;4,9881
2017-11-16;IMA-GERAL;4.731,836792000000;0,2471;-0,1977;11,6066;14,8080;35,8284;100,00;818.0;3.370.258.199;1.257;16.212,04;21.963.240,20;1.42;40,0014;--;--
2017-11-17;IMA-S;4.107,908795000000;0,0284;0,3133;9,2926;11,0098;26,4628;31,97;1.0;1.080.691.418;219;219,07;2.017.366,64;1.0;0,0000;--;--
2017-11-17;IMA-C;5.362,441203000000;0,4259;-0,2985;9,7721;11,6550;30,3414;2,87;1.633;97.016.110;--;--;--;2.63;62,2547;4,7785;4,9248
2017-11-17;IMA-B;5.475,402647000000;0,3619;-0,3021;12,3845;17,0784;39,8503;28,36;1.959;958.705.586;698;2.648,17;8.503.744,91;3.573;122,0633;4,6180;5,1151
2017-11-17;IMA-GERAL ex-C;4.713,859028000000;0,1984;0,0158;11,9135;15,1642;36,2154;97,13;793.0;3.283.588.240;1.195;11.877,30;18.667.527,40;1.381;39,3302;--;--
2017-11-17;IMA-GERAL;4.741,532000000000;0,2049;0,0068;11,8353;15,0357;36,0010;100,00;817.0;3.380.604.351;1.195;11.877,30;18.667.527,40;1.4169999999999998;39,9881;--;--
2017-11-17;IMA-B 5+;6.348,493748000000;0,4769;-0,6491;12,7221;18,4086;45,4557;16,22;2.909;548.313.813;363;594,99;1.943.721,51;5.487;204,7921;5,2068;5,2744
2017-11-17;IMA-B 5;5.150,480546000000;0,2086;0,1684;11,6648;14,5119;31,0356;12,14;690.0;410.391.773;335;2.053,19;6.560.023,40;1.0170000000000001;11,5315;3,8312;4,2177
2017-11-17;IRF-M;10.766,888589000000;0,2205;0,0092;13,6943;17,0644;40,9305;36,80;582.0;1.244.191.236;278;9.010,05;8.146.415,84;892.0;9,7423;8,3857;9,1821
2017-11-17;IRF-M 1+;11.681,714996000000;0,2778;-0,0946;14,9845;18,9845;48,6633;27,98;729.0;946.031.943;254;8.357,80;7.520.798,42;1.119;12,6085;8,8233;9,2923
2017-11-17;IRF-M 1;9.736,293447000000;0,0392;0,3300;10,1750;12,0875;28,4655;8,82;115.0;298.159.292;24;652,25;625.617,43;170.0;0,6481;6,9973;6,9661
2017-11-20;IMA-GERAL;4.743,113563000000;0,0334;0,0402;11,8726;14,9952;35,2257;100,00;816.0;3.381.731.969;254;2.658,18;3.532.977,03;1.415;39,9665;--;--
2017-11-20;IMA-GERAL ex-C;4.715,436058000000;0,0335;0,0492;11,9509;15,1245;35,4759;97,13;792.0;3.284.686.771;254;2.658,18;3.532.977,03;1.38;39,3095;--;--
2017-11-20;IMA-C;5.364,049005000000;0,0300;-0,2686;9,8050;11,5944;28,7701;2,87;1.632;97.045.198;--;--;--;2.627;62,2049;4,7785;4,9249
2017-11-20;IRF-M 1+;11.685,633343000000;0,0335;-0,0611;15,0231;18,9335;47,3719;27,98;728.0;946.349.267;63;2.157,44;1.910.158,47;1.1159999999999999;12,5863;8,8233;9,2930
2017-11-20;IMA-S;4.109,073438000000;0,0284;0,3418;9,3236;10,9838;26,2997;31,97;1.0;1.080.997.808;46;33,17;305.525,35;1.0;0,0000;--;--
2017-11-20;IRF-M 1;9.738,906885000000;0,0268;0,3569;10,2046;12,0505;28,2307;8,82;114.0;298.239.325;3;89,00;86.894,89;167.0;0,6415;6,9973;6,9658
2017-11-20;IRF-M;10.770,327198000000;0,0319;0,0412;13,7306;17,0181;40,0772;36,80;581.0;1.244.588.592;66;2.246,44;1.997.053,36;889.0;9,7240;8,3857;9,1835
2017-11-20;IMA-B;5.477,657361000000;0,0412;-0,2611;12,4308;17,0341;38,7391;28,36;1.959;959.100.371;142;378,57;1.230.398,32;3.57;122,0069;4,6180;5,1153
2017-11-20;IMA-B 5+;6.351,250941000000;0,0434;-0,6060;12,7711;18,3798;44,0988;16,22;2.908;548.551.949;88;194,90;638.125,14;5.484;204,7067;5,2068;5,2745
2017-11-20;IMA-B 5;5.152,446511000000;0,0382;0,2066;11,7074;14,4412;30,2785;12,14;689.0;410.548.422;54;183,67;592.273,19;1.014;11,5081;3,8312;4,2183
2017-11-21;IRF-M 1;9.741,992462000000;0,0317;0,3887;10,2395;11,9852;28,2713;8,80;113.0;298.333.816;40;3.044,02;2.965.647,93;166.0;0,6350;6,9815;6,9540
2017-11-21;IMA-GERAL;4.752,362409000000;0,1950;0,2352;12,0907;14,6463;35,4894;100,00;820.0;3.388.326.185;832;7.528,95;11.783.851,00;1.419;40,3080;--;--
2017-11-21;IMA-S;4.110,237662000000;0,0283;0,3702;9,3546;10,9580;26,3355;31,91;1.0;1.081.304.087;202;104,74;965.180,92;1.0;0,0000;--;--
2017-11-21;IRF-M 1+;11.709,653300000000;0,2056;0,1443;15,2595;18,2941;47,6748;27,99;728.0;948.294.499;180;2.774,20;2.695.319,97;1.1159999999999999;12,6150;8,7727;9,2302
2017-11-21;IMA-C;5.390,103132000000;0,4857;0,2158;10,3384;11,4487;29,3955;2,88;1.635;97.516.564;--;--;--;2.627;62,4357;4,7039;4,8519
2017-11-21;IMA-B 5;5.159,776455000000;0,1423;0,3492;11,8663;14,1180;30,4639;12,13;689.0;411.132.474;288;1.249,09;3.989.498,86;1.013;11,5030;3,8046;4,1796
2017-11-21;IMA-GERAL ex-C;4.724,225911000000;0,1864;0,2357;12,1596;14,7704;35,7284;97,12;795.0;3.290.809.621;832;7.528,95;11.783.851,00;1.3840000000000001;39,6523;--;--
2017-11-21;IRF-M;10.787,978402000000;0,1639;0,2051;13,9170;16,5635;40,3068;36,79;581.0;1.246.628.315;220;5.818,22;5.660.967,90;889.0;9,7481;8,3441;9,1242
2017-11-21;IMA-B 5+;6.388,217814000000;0,5820;-0,0275;13,4275;17,7992;44,9375;16,28;2.917;551.744.746;122;356,90;1.168.203,32;5.487;205,9042;5,1578;5,2260
2017-11-21;IMA-B;5.499,227867000000;0,3938;0,1317;12,8735;16,5038;39,2854;28,42;1.965;962.877.220;410;1.605,99;5.157.702,18;3.577;122,8981;4,5800;5,0694
2017-11-22;IRF-M 1+;11.710,664065000000;0,0086;0,1529;15,2695;18,1898;47,6875;27,99;727.0;948.376.354;172;5.721,20;5.235.682,06;1.115;12,5823;8,7774;9,2399
2017-11-22;IRF-M 1;9.745,212353000000;0,0331;0,4219;10,2760;11,9459;28,3137;8,81;112.0;298.432.420;46;2.340,83;2.273.033,47;165.0;0,6286;6,9671;6,9387
2017-11-22;IMA-B 5;5.158,984618000000;-0,0153;0,3338;11,8491;13,8515;30,4439;12,13;688.0;411.069.380;231;1.341,81;4.293.349,97;1.012;11,4752;3,8326;4,2005
2017-11-22;IMA-S;4.111,405546000000;0,0284;0,3987;9,3857;10,9323;26,3714;31,92;1.0;1.081.611.329;237;251,86;2.321.289,28;1.0;0,0000;--;--
2017-11-22;IMA-B;5.493,493387000000;-0,1043;0,0273;12,7558;16,2472;39,1402;28,39;1.9609999999999999;961.873.151;449;1.791,46;5.770.277,15;3.572;122,3759;4,6014;5,0886
2017-11-22;IMA-C;5.404,053217000000;0,2588;0,4752;10,6239;11,4852;29,7304;2,89;1.635;97.768.946;--;--;--;2.627;62,4743;4,6889;4,8341
2017-11-22;IMA-GERAL ex-C;4.723,484624000000;-0,0157;0,2200;12,1420;14,6537;35,7071;97,11;793.0;3.290.293.255;904;10.105,35;15.600.281,96;1.381;39,4586;--;--
2017-11-22;IMA-GERAL;4.751,992152000000;-0,0078;0,2274;12,0820;14,5329;35,4788;100,00;817.0;3.388.062.201;904;10.105,35;15.600.281,96;1.4169999999999998;40,1228;--;--
2017-11-22;IMA-B 5+;6.377,323013000000;-0,1705;-0,1980;13,2340;17,5257;44,6903;16,26;2.911;550.803.771;218;449,65;1.476.927,18;5.483;205,1421;5,1752;5,2452
2017-11-22;IRF-M;10.789,540053000000;0,0145;0,2196;13,9335;16,4773;40,3271;36,80;579.0;1.246.808.775;218;8.062,03;7.508.715,53;888.0;9,7211;8,3441;9,1334
2017-11-23;IMA-GERAL;4.756,543452000000;0,0958;0,3234;12,1893;14,6282;35,4736;100,00;817.0;3.391.307.174;921;13.467,16;18.878.849,88;1.4169999999999998;40,1504;--;--
2017-11-23;IMA-B;5.498,728762000000;0,0953;0,1226;12,8633;16,4334;39,2251;28,39;1.9609999999999999;962.789.830;450;1.930,52;6.187.567,31;3.572;122,4538;4,6019;5,0817
2017-11-23;IMA-GERAL ex-C;4.727,841732000000;0,0922;0,3124;12,2454;14,7467;35,7029;97,11;793.0;3.293.328.337;921;13.467,16;18.878.849,88;1.381;39,4838;--;--
2017-11-23;IMA-B 5+;6.385,378633000000;0,1263;-0,0719;13,3771;17,8065;44,9075;16,26;2.911;551.499.528;109;192,44;635.391,15;5.482;205,2309;5,1673;5,2377
2017-11-23;IRF-M 1;9.749,523798000000;0,0442;0,4663;10,3247;11,9339;28,2822;8,80;111.0;298.564.452;42;1.774,93;1.737.412,73;164.0;0,6227;6,9318;6,8960
2017-11-23;IRF-M;10.805,211765000000;0,1452;0,3652;14,0990;16,5999;40,2933;36,82;579.0;1.248.619.754;292;11.305,98;10.564.646,90;887.0;9,7195;8,2893;9,0815
2017-11-23;IRF-M 1+;11.731,395905000000;0,1770;0,3302;15,4735;18,3591;47,6071;28,01;726.0;950.055.302;250;9.531,04;8.827.234,17;1.114;12,5782;8,7159;9,1866
2017-11-23;IMA-S;4.112,574125000000;0,0284;0,4273;9,4168;10,9065;26,3410;31,90;1.0;1.081.918.753;179;230,66;2.126.635,67;1.0;0,0000;--;--
2017-11-23;IMA-C;5.415,654705000000;0,2147;0,6909;10,8614;11,6707;29,7484;2,89;1.636;97.978.838;--;--;--;2.627;62,5563;4,6642;4,8061
2017-11-23;IMA-B 5;5.161,757217000000;0,0537;0,3877;11,9092;13,8845;30,3510;12,13;687.0;411.290.302;341;1.738,08;5.552.176,16;1.011;11,4580;3,8437;4,1952
2017-11-24;IMA-B;5.486,642279000000;-0,2198;-0,0975;12,6152;16,3693;39,6498;28,35;1.954;960.673.569;496;2.342,82;7.512.420,34;3.5660000000000003;121,7042;4,6243;5,1118
2017-11-24;IRF-M 1;9.752,245904000000;0,0279;0,4944;10,3556;11,9056;28,2801;8,81;110.0;298.647.812;58;3.204,72;3.106.376,45;163.0;0,6162;6,9278;6,8924
2017-11-24;IMA-B 5+;6.362,813597000000;-0,3534;-0,4250;12,9764;17,6897;45,3741;16,22;2.903;549.550.606;138;255,45;838.455,49;5.478;204,2037;5,1997;5,2706
2017-11-24;IRF-M 1+;11.716,563389000000;-0,1264;0,2034;15,3275;18,2663;47,6041;28,00;724.0;948.854.105;280;7.680,79;6.757.621,35;1.112;12,5077;8,7584;9,2463
2017-11-24;IMA-GERAL;4.752,408760000000;-0,0869;0,2362;12,0918;14,5766;35,6110;100,00;814.0;3.388.359.233;1.033;13.349,04;18.489.626,02;1.413;39,8685;--;--
2017-11-24;IRF-M;10.795,538320000000;-0,0895;0,2754;13,9968;16,5171;40,2597;36,82;577.0;1.247.501.918;338;10.885,51;9.863.997,80;885.0;9,6609;8,3202;9,1388
2017-11-24;IMA-GERAL ex-C;4.723,639317000000;-0,0889;0,2233;12,1457;14,6939;35,8299;97,11;790.0;3.290.401.011;1.033;13.349,04;18.489.626,02;1.3769999999999998;39,1958;--;--
2017-11-24;IMA-B 5;5.159,657096000000;-0,0407;0,3469;11,8637;13,8340;30,6756;12,13;686.0;411.122.963;358;2.087,37;6.673.964,85;1.01;11,4265;3,8552;4,2127
2017-11-24;IMA-C;5.414,515214000000;-0,0210;0,6697;10,8381;11,6660;30,1432;2,89;1.6340000000000001;97.958.222;--;--;--;2.6260000000000003;62,4651;4,6732;4,8157
2017-11-24;IMA-S;4.113,740216000000;0,0284;0,4557;9,4478;10,8812;26,3104;31,94;1.0;1.082.225.524;199;120,71;1.113.207,88;1.0;0,0000;--;--
2017-11-27;IMA-B;5.483,258196000000;-0,0617;-0,1591;12,5457;16,7569;42,4224;28,33;1.9509999999999998;960.081.039;318;1.000,76;3.241.749,61;3.5610000000000004;121,4003;4,6344;5,1248
2017-11-27;IMA-C;5.413,926703000000;-0,0109;0,6588;10,8261;11,8589;32,3021;2,89;1.633;97.947.575;--;--;--;2.622;62,3705;4,6788;4,8237
2017-11-27;IMA-S;4.114,906594000000;0,0284;0,4842;9,4788;10,8567;26,1469;31,95;1.0;1.082.532.370;191;191,32;1.764.814,66;1.0;0,0000;--;--
2017-11-27;IMA-B 5+;6.355,663214000000;-0,1124;-0,5369;12,8494;18,2002;49,2361;16,20;2.9;548.933.034;166;434,64;1.429.710,05;5.474;203,7914;5,2134;5,2842
2017-11-27;IRF-M 1;9.755,556253000000;0,0339;0,5285;10,3930;11,8886;28,1925;8,82;109.0;298.749.187;32;1.974,11;1.899.375,23;160.0;0,6100;6,9130;6,8739
2017-11-27;IMA-B 5;5.159,971382000000;0,0061;0,3530;11,8705;13,9682;31,9146;12,13;685.0;411.148.006;152;566,12;1.812.039,56;1.0070000000000001;11,3981;3,8614;4,2233
2017-11-27;IMA-GERAL;4.752,497417000000;0,0019;0,2381;12,0939;14,8122;36,9332;100,00;812.0;3.388.422.443;697;5.962,29;9.442.785,37;1.41;39,7496;--;--
2017-11-27;IRF-M;10.798,649696000000;0,0288;0,3043;14,0297;16,8407;41,4211;36,83;576.0;1.247.861.459;188;4.770,21;4.436.221,10;882.0;9,6365;8,3117;9,1414
2017-11-27;IMA-GERAL ex-C;4.723,745346000000;0,0022;0,2255;12,1482;14,9311;37,1146;97,11;788.0;3.290.474.869;697;5.962,29;9.442.785,37;1.374;39,0762;--;--
2017-11-27;IRF-M 1+;11.719,751270000000;0,0272;0,2306;15,3589;18,7389;49,6598;28,01;723.0;949.112.273;156;2.796,11;2.536.845,87;1.109;12,4778;8,7519;9,2491
2017-11-28;IMA-C;5.417,515229000000;0,0663;0,7255;10,8995;11,6710;32,3898;2,89;1.632;98.012.498;--;--;--;2.6210000000000004;62,3286;4,6727;4,8193
2017-11-28;IRF-M 1;9.759,043305000000;0,0357;0,5644;10,4325;11,8717;28,2383;8,81;108.0;298.855.972;25;1.636,51;1.619.501,37;159.0;0,6038;6,8912;6,8506
2017-11-28;IRF-M 1+;11.736,842785000000;0,1458;0,3768;15,5271;18,4786;49,8781;28,03;722.0;950.496.412;170;7.183,01;6.174.226,43;1.109;12,4810;8,7153;9,2077
2017-11-28;IRF-M;10.811,551749000000;0,1195;0,4241;14,1659;16,6612;41,5900;36,84;575.0;1.249.352.384;195;8.819,52;7.793.727,80;881.0;9,6399;8,2789;9,1018
2017-11-28;IMA-B 5;5.160,434420000000;0,0090;0,3620;11,8806;13,7500;31,9264;12,12;684.0;411.184.901;144;747,69;2.416.817,79;1.006;11,3753;3,8847;4,2329
2017-11-28;IMA-GERAL ex-C;4.727,716445000000;0,0841;0,3098;12,2425;14,7443;37,2299;97,11;789.0;3.293.241.064;683;10.032,52;12.089.978,69;1.375;39,1697;--;--
2017-11-28;IMA-GERAL;4.756,468257000000;0,0836;0,3218;12,1876;14,6255;37,0476;100,00;813.0;3.391.253.561;683;10.032,52;12.089.978,69;1.411;39,8390;--;--
2017-11-28;IMA-B 5+;6.366,432612000000;0,1694;-0,3684;13,0407;17,7997;49,4890;16,21;2.9019999999999997;549.863.177;164;405,55;1.327.977,96;5.475;204,1859;5,2036;5,2724
2017-11-28;IMA-B;5.488,781189000000;0,1007;-0,0585;12,6591;16,4064;42,5658;28,34;1.953;961.048.078;308;1.153,24;3.744.795,74;3.563;121,6918;4,6394;5,1167
2017-11-28;IMA-S;4.116,078241000000;0,0285;0,5128;9,5100;10,8306;26,1828;31,93;1.0;1.082.840.602;180;59,76;551.455,14;1.0;0,0000;--;--
2017-11-29;IMA-GERAL;4.746,614116000000;-0,2072;0,1140;11,9551;14,1852;36,7637;100,00;808.0;3.384.227.783;829;10.883,47;17.554.023,75;1.405;39,3826;--;--
2017-11-29;IRF-M 1;9.761,286807000000;0,0230;0,5876;10,4579;11,8375;28,2678;8,83;107.0;298.924.676;58;3.823,06;3.740.541,29;158.0;0,5972;6,8913;6,8589
2017-11-29;IMA-C;5.418,312178000000;0,0147;0,7403;10,9158;11,5376;32,4093;2,90;1.63;98.026.916;--;--;--;2.62;62,2200;4,6969;4,8398
2017-11-29;IRF-M 1+;11.699,766191000000;-0,3159;0,0597;15,1622;17,8786;49,4046;28,00;719.0;947.493.801;134;4.286,90;3.895.151,55;1.1059999999999999;12,3745;8,8267;9,3392
2017-11-29;IRF-M;10.786,162527000000;-0,2348;0,1883;13,8978;16,2115;41,2575;36,83;573.0;1.246.418.477;192;8.109,96;7.635.692,84;879.0;9,5500;8,3625;9,2280
2017-11-29;IMA-B;5.463,578013000000;-0,4592;-0,5174;12,1418;15,4799;41,9112;28,27;1.943;956.635.174;421;2.608,72;8.397.333,30;3.554;120,5029;4,7123;5,1830
2017-11-29;IMA-GERAL ex-C;4.717,609668000000;-0,2138;0,0953;12,0025;14,2940;36,9365;97,10;783.0;3.286.200.867;829;10.883,47;17.554.023,75;1.368;38,7014;--;--
2017-11-29;IMA-B 5;5.150,616781000000;-0,1902;0,1711;11,6677;13,3446;31,6754;12,13;682.0;410.402.629;289;2.182,42;6.985.952,68;1.005;11,3211;3,9668;4,3188
2017-11-29;IMA-B 5+;6.324,396388000000;-0,6603;-1,0262;12,2943;16,5188;48,5020;16,14;2.89;546.232.545;132;426,31;1.411.380,62;5.47;202,5349;5,2725;5,3362
2017-11-29;IMA-S;4.117,243739000000;0,0283;0,5413;9,5410;10,8054;26,2186;32,01;1.0;1.083.147.216;216;164,79;1.520.997,61;1.0;0,0000;--;--
2017-11-30;IRF-M;10.775,176282000000;-0,1019;0,0862;13,7818;15,8771;41,1674;36,83;571.0;1.245.148.938;388.0;20.310,77;18.674.621,91;877.0;9,4918;8,3964;9,2922
2017-11-30;IMA-GERAL;4.741,378352000000;-0,1103;0,0036;11,8316;13,9356;36,6775;100,00;804.0;3.380.494.803;1.045;22.884,18;28.492.282,29;1.4;39,0895;--;--
2017-11-30;IRF-M 1;9.764,510695000000;0,0330;0,6208;10,4943;11,8159;28,2575;8,85;106.0;299.023.403;56.0;6.143,95;6.019.805,05;157.0;0,5910;6,8773;6,8419
2017-11-30;IMA-B 5+;6.300,556654000000;-0,3769;-1,3993;11,8710;16,0250;48,2491;16,10;2.8819999999999997;544.173.528;157.0;807,18;2.658.058,67;5.466;201,5191;5,3120;5,3743
2017-11-30;IMA-GERAL ex-C;4.712,869784000000;-0,1005;-0,0052;11,8900;14,0541;36,8580;97,11;780.0;3.282.899.151;1.041;22.824,18;28.133.284,45;1.364;38,4132;--;--
2017-11-30;IMA-S;4.118,409591000000;0,0283;0,5698;9,5720;10,7797;26,1880;32,05;1.0;1.083.453.924;246.0;219,26;2.024.294,35;1.0;0,0000;--;--
2017-11-30;IMA-B 5;5.147,104396000000;-0,0682;0,1027;11,5916;13,1479;31,5998;12,13;681.0;410.122.761;250.0;1.486,97;4.776.309,51;1.003;11,2807;3,9959;4,3580
2017-11-30;IMA-C;5.394,474629000000;-0,4399;0,2971;10,4279;10,9586;32,0164;2,89;1.625;97.595.652;4.0;60,00;358.997,84;2.617;61,8398;4,7714;4,9180
2017-11-30;IMA-B;5.450,220069000000;-0,2445;-0,7607;11,8676;15,1199;41,7477;28,23;1.936;954.296.289;407.0;2.294,15;7.434.368,18;3.548;119,7614;4,7464;5,2207
2017-11-30;IRF-M 1+;11.682,870679000000;-0,1444;-0,0848;14,9959;17,4246;49,3199;27,99;718.0;946.125.535;332.0;14.166,81;12.654.816,86;1.104;12,3049;8,8765;9,4066
2017-12-01;IMA-GERAL;4.744,791296000000;0,0720;0,0720;11,9121;14,9105;36,4732;100,00;803.0;3.382.928.154;1.238;12.193,15;21.401.343,37;1.4;39,0703;--;--
2017-12-01;IMA-S;4.119,572043000000;0,0282;0,0282;9,6029;10,7538;26,1568;32,04;1.0;1.083.759.736;325.0;345,96;3.194.670,82;1.0;0,0000;--;--
2017-12-01;IMA-C;5.392,254108000000;-0,0412;-0,0412;10,3824;11,5916;31,5527;2,88;1.6230000000000002;97.555.479;2.0;61,64;368.130,44;2.615;61,7166;4,7818;4,9319
2017-12-01;IMA-B;5.454,233483000000;0,0736;0,0736;11,9500;17,1087;41,4273;28,23;1.935;954.999.010;711.0;3.016,20;9.713.782,83;3.5469999999999997;119,7099;4,7355;5,2158
2017-12-01;IMA-GERAL ex-C;4.716,420731000000;0,0753;0,0753;11,9743;15,0415;36,6633;97,12;779.0;3.285.372.675;1.236;12.131,51;21.033.212,93;1.364;38,3979;--;--
2017-12-01;IMA-B 5;5.151,380783000000;0,0831;0,0831;11,6843;13,8351;31,4652;12,13;680.0;410.463.504;468.0;1.966,56;6.284.558,49;1.002;11,2622;3,9758;4,3393
2017-12-01;IRF-M 1;9.767,530061000000;0,0309;0,0309;10,5285;11,8364;28,2239;8,84;105.0;299.115.867;45.0;4.493,92;4.437.285,81;156.0;0,5848;6,8651;6,8300
2017-12-01;IMA-B 5+;6.304,747707000000;0,0665;0,0665;11,9454;18,7319;47,7926;16,10;2.8810000000000002;544.535.506;243.0;1.049,64;3.429.224,34;5.465;201,4564;5,3081;5,3717
2017-12-01;IRF-M;10.787,853906000000;0,1177;0,1177;13,9157;16,8957;40,9677;36,85;570.0;1.246.613.928;200.0;8.769,35;8.124.759,27;876.0;9,4884;8,3622;9,2530
2017-12-01;IRF-M 1+;11.699,818804000000;0,1451;0,1451;15,1627;18,8675;48,9604;28,01;717.0;947.498.062;155.0;4.275,43;3.687.473,47;1.103;12,2992;8,8348;9,3651
2017-12-04;IMA-GERAL;4.750,014897000000;0,1101;0,1822;12,0354;15,0526;36,1895;100,00;799.0;3.425.644.488;1.006;15.255,91;21.236.533,67;1.39;38,6454;--;--
2017-12-04;IMA-GERAL ex-C;4.721,713692000000;0,1122;0,1877;12,0999;15,1684;36,3914;97,15;775.0;3.328.054.005;1.006;15.255,91;21.236.533,67;1.354;37,9712;--;--
2017-12-04;IMA-S;4.120,742563000000;0,0284;0,0566;9,6341;10,7289;25,9940;31,99;1.0;1.095.810.670;185;132,31;1.222.542,24;1.0;0,0000;--;--
2017-12-04;IMA-C;5.394,271422000000;0,0374;-0,0038;10,4237;12,1054;30,9704;2,85;1.6219999999999999;97.590.483;--;--;--;2.612;61,6371;4,7782;4,9329
2017-12-04;IMA-B 5+;6.306,113641000000;0,0217;0,0882;11,9697;18,8434;47,0259;15,90;2.8789999999999996;544.653.481;259;876,69;2.857.911,60;5.46;201,1463;5,3059;5,3731
2017-12-04;IMA-B 5;5.156,944313000000;0,1080;0,1912;11,8049;13,8418;31,1855;12,00;679.0;410.906.808;296;1.739,04;5.568.025,52;1.0;11,2498;3,9505;4,3111
2017-12-04;IRF-M;10.812,059138000000;0,2244;0,3423;14,1713;17,1885;40,8594;37,27;572.0;1.276.683.046;266;12.507,87;11.588.054,31;877.0;9,5502;8,2993;9,1652
